year,month,state,handgun_unadjusted,long_gun_unadjusted,total_unadjusted,handgun_adjusted,long_gun_adjusted,total_adjusted
2011,05,Ohio,19467,12631,32098,23109,17800,40909
2011,05,Oklahoma,8733,6739,15472,10076,10017,20093
2011,05,Oregon,9538,9646,19184,10368,11259,21627
2011,05,Pennsylvania,69,53002,53072,82,65335,65417
2011,05,Puerto Rico,899,188,1087,901,185,1085
2011,05,Rhode Island,783,614,1397,825,713,1538
2011,05,South Carolina,5642,3819,9461,6926,6422,13348
2011,05,South Dakota,1707,2786,4494,1916,4243,6159
2011,05,Tennessee,14461,9260,23720,17333,14627,31960
2011,05,Texas,33776,28183,61959,38613,40125,78739
2011,05,United States,355832,370216,726048,403356,506384,909740
2011,05,Utah,2649,3557,6206,3117,4653,7770
2011,05,Vermont,1024,1015,2039,1109,1392,2502
2011,05,Virgin Islands,30,3,33,,,
2011,05,Virginia,13632,9593,23225,16191,13968,30159
2011,05,Washington,11704,9243,20947,12563,11067,23630
2011,05,West Virginia,4680,4775,9456,5521,7520,13040
2011,05,Wisconsin,7065,8243,15309,8164,12415,20578
2011,05,Wyoming,1661,2027,3688,1708,2304,4012
2011,06,Alabama,10792,9211,20004,13156,14589,27746
2011,06,Alaska,2544,2603,5147,2716,3338,6054
2011,06,Arizona,8286,5761,14047,10148,7648,17796
2011,06,Arkansas,4091,3974,8065,5270,7343,12613
2011,06,California,27095,26413,53508,29086,30826,59912
2011,06,Colorado,14568,13178,27746,16795,17087,33882
2011,06,Connecticut,4253,2761,7014,4639,3689,8328
2011,06,Delaware,843,694,1537,1027,1006,2032
2011,06,District of Columbia,7,0,7,21,0,21
2011,06,Florida,32135,16017,48152,36677,21197,57873
2011,06,Georgia,8831,6060,14891,11678,10812,22490
2011,06,Guam,21,22,43,22,23,45
2011,06,Hawaii,0,0,0,,,
2011,06,Idaho,2225,3489,5714,2722,4639,7362
2011,06,Illinois,10432,8577,19009,12519,12547,25066
2011,06,Indiana,10117,7900,18017,12850,11926,24776
2011,06,Iowa,51,1987,2037,76,3853,3929
2011,06,Kansas,3993,3922,7915,5511,6613,12124
2011,06,Kentucky,6751,6229,12980,9059,10768,19827
2011,06,Louisiana,8411,6927,15337,9879,12469,22348
2011,06,Maine,2250,2512,4762,2651,3734,6385
2011,06,Mariana Islands,0,0,0,,,
2011,06,Maryland,3615,3196,6810,4210,4643,8853
2011,06,Massachusetts,3551,1851,5402,4089,2333,6422
2011,06,Michigan,1329,7425,8754,1593,11899,13492
2011,06,Minnesota,5578,7095,12673,6809,11544,18353
2011,06,Mississippi,4118,3835,7953,5417,7940,13357
2011,06,Missouri,13388,9221,22609,16377,14719,31095
2011,06,Montana,2559,3847,6405,2823,4653,7476
2011,06,Nebraska,82,1495,1577,98,2696,2794
2011,06,Nevada,4437,3517,7954,5217,4297,9513
2011,06,New Hampshire,2620,2145,4765,3147,2716,5863
2011,06,New Jersey,2932,2074,5005,2771,2532,5303
2011,06,New Mexico,4029,3353,7382,4539,4279,8818
2011,06,New York,5415,9647,15062,5961,14301,20262
2011,06,North Carolina,400,8243,8644,483,13248,13732
2011,06,North Dakota,1034,2260,3294,1324,3275,4599
2011,06,Ohio,17399,11640,29039,23076,17039,40115
2011,06,Oklahoma,8696,6872,15567,10983,10688,21672
2011,06,Oregon,8485,8694,17180,9580,11031,20611
2011,06,Pennsylvania,166,50817,50983,187,65387,65573
2011,06,Puerto Rico,921,172,1092,923,167,1090
2011,06,Rhode Island,752,629,1382,899,770,1669
2011,06,South Carolina,5740,3802,9541,7588,6729,14317
2011,06,South Dakota,1559,2414,3973,1999,3935,5934
2011,06,Tennessee,14352,9385,23737,17984,14642,32626
2011,06,Texas,33452,27245,60697,39636,40588,80224
2011,06,United States,344966,355172,700138,418066,508881,926947
2011,06,Utah,2474,3232,5706,3212,4485,7697
2011,06,Vermont,912,990,1902,1098,1540,2639
2011,06,Virgin Islands,38,3,42,,,
2011,06,Virginia,12535,9167,21702,16557,14002,30559
2011,06,Washington,11256,9031,20287,12869,11277,24147
2011,06,West Virginia,4640,4502,9142,5873,7401,13274
2011,06,Wisconsin,7218,7370,14588,9332,12477,21808
2011,06,Wyoming,1588,1767,3355,1820,2246,4066
2011,07,Alabama,10383,9463,19846,12538,13569,26106
2011,07,Alaska,2506,2848,5354,2836,3454,6290
2011,07,Arizona,8455,5848,14302,10158,7889,18048
2011,07,Arkansas,4123,4455,8578,5405,7558,12963
2011,07,California,24118,23316,47433,27045,29415,56460
2011,07,Colorado,14663,13245,27908,17019,17242,34261
2011,07,Connecticut,3729,2751,6480,4496,3859,8355
2011,07,Delaware,845,651,1496,1036,968,2004
2011,07,District of Columbia,3,0,3,3,1,4
2011,07,Florida,31565,16354,47918,35909,21684,57592
2011,07,Georgia,8654,6713,15367,11293,11199,22492
2011,07,Guam,21,23,44,22,26,48
2011,07,Hawaii,0,0,0,,,
2011,07,Idaho,2093,3069,5162,2782,4607,7389
2011,07,Illinois,10249,8691,18940,12443,12475,24918
2011,07,Indiana,9853,8000,17853,12922,12232,25154
2011,07,Iowa,44,1997,2041,68,3808,3876
2011,07,Kansas,4228,4344,8572,5564,7091,12655
2011,07,Kentucky,6768,6392,13160,8730,10248,18979
2011,07,Louisiana,8368,7832,16200,9875,12538,22414
2011,07,Maine,2281,3026,5308,2929,4396,7325
2011,07,Mariana Islands,0,0,0,,,
2011,07,Maryland,3414,3537,6951,3988,5101,9089
2011,07,Massachusetts,3537,1871,5408,4189,2483,6672
2011,07,Michigan,1168,7299,8467,1457,11947,13405
2011,07,Minnesota,4816,7037,11852,6400,11382,17781
2011,07,Mississippi,4400,4562,8962,5456,8150,13606
2011,07,Missouri,12685,9612,22297,15960,15059,31019
2011,07,Montana,2561,3797,6358,2951,5125,8076
2011,07,Nebraska,64,1466,1530,84,2643,2727
2011,07,Nevada,4432,3319,7751,5426,4428,9854
2011,07,New Hampshire,2656,2193,4850,3199,2867,6067
2011,07,New Jersey,2782,2017,4799,2831,2557,5389
2011,07,New Mexico,3772,3467,7239,4478,4548,9025
2011,07,New York,4558,9331,13890,5184,14402,19585
2011,07,North Carolina,419,8464,8884,524,13637,14161
2011,07,North Dakota,1101,2267,3368,1462,3407,4869
2011,07,Ohio,17658,12745,30403,22930,18128,41059
2011,07,Oklahoma,8700,7392,16092,10755,10921,21677
2011,07,Oregon,7503,7565,15068,9239,10737,19977
2011,07,Pennsylvania,44,50097,50141,47,64789,64835
2011,07,Puerto Rico,715,198,913,732,198,931
2011,07,Rhode Island,723,576,1299,907,778,1686
2011,07,South Carolina,5469,4187,9656,7291,6750,14041
2011,07,South Dakota,1430,2427,3857,1903,3955,5858
2011,07,Tennessee,14270,10287,24558,17436,15021,32457
2011,07,Texas,32568,29125,61692,40248,41596,81844
2011,07,United States,337824,360819,698643,414454,509929,924383
2011,07,Utah,2311,2949,5260,3238,4572,7810
2011,07,Vermont,834,884,1718,1041,1318,2359
2011,07,Virgin Islands,20,3,23,,,
2011,07,Virginia,15271,10837,26108,16844,14429,31273
2011,07,Washington,10833,8612,19445,13465,11707,25173
2011,07,West Virginia,4583,4963,9546,5870,8000,13870
2011,07,Wisconsin,8120,7017,15137,10315,11839,22155
2011,07,Wyoming,1460,1697,3157,1881,2338,4219
2011,08,Alabama,11377,12162,23539,12461,13786,26247
2011,08,Alaska,2575,3827,6402,2766,3435,6201
2011,08,Arizona,8877,7548,16425,10051,7999,18050
2011,08,Arkansas,4294,6054,10349,5276,7656,12932
2011,08,California,25774,30381,56155,28436,32057,60492
2011,08,Colorado,15556,15220,30776,17438,16426,33864
2011,08,Connecticut,4303,3260,7564,4604,3683,8287
2011,08,Delaware,893,831,1724,1053,1008,2061
2011,08,District of Columbia,12,0,12,18,1,18
2011,08,Florida,34442,19327,53769,37624,22781,60405
2011,08,Georgia,9558,9250,18808,11370,11279,22648
2011,08,Guam,16,22,38,18,22,41
2011,08,Hawaii,0,0,0,,,
2011,08,Idaho,2409,4014,6423,2796,4538,7335
2011,08,Illinois,11507,12354,23861,13203,13343,26546
2011,08,Indiana,11252,11281,22532,12832,12607,25438
2011,08,Iowa,78,2894,2972,111,3840,3950
2011,08,Kansas,4840,6262,11102,5772,7234,13007
2011,08,Kentucky,7587,8765,16352,9266,10879,20146
2011,08,Louisiana,8689,11691,20380,9626,12564,22190
2011,08,Maine,2453,3593,6046,2750,3940,6690
2011,08,Mariana Islands,0,0,0,,,
2011,08,Maryland,4024,4357,8381,4288,5083,9372
2011,08,Massachusetts,3967,2460,6426,4050,2552,6602
2011,08,Michigan,1114,11433,12548,1319,12476,13795
2011,08,Minnesota,6059,12030,18088,6891,11803,18694
2011,08,Mississippi,4982,6991,11972,5458,8176,13634
2011,08,Missouri,14524,13559,28083,16255,15136,31391
2011,08,Montana,2895,4486,7381,2914,4716,7630
2011,08,Nebraska,100,2414,2515,108,2823,2931
2011,08,Nevada,4864,3914,8778,5381,4356,9738
2011,08,New Hampshire,2857,2495,5352,3222,2779,6001
2011,08,New Jersey,2757,2340,5096,2948,2660,5608
2011,08,New Mexico,4330,4066,8395,4561,4488,9049
2011,08,New York,5557,13133,18690,6288,15655,21943
2011,08,North Carolina,461,11714,12175,544,13906,14450
2011,08,North Dakota,1551,3226,4777,1806,3529,5335
2011,08,Ohio,19875,15568,35443,24564,18906,43470
2011,08,Oklahoma,9676,9740,19416,10964,10974,21938
2011,08,Oregon,7728,8435,16162,9095,10404,19499
2011,08,Pennsylvania,152,60151,60303,149,67863,68012
2011,08,Puerto Rico,899,216,1114,889,177,1066
2011,08,Rhode Island,862,741,1604,994,836,1831
2011,08,South Carolina,6437,6147,12584,8025,6876,14901
2011,08,South Dakota,1881,3689,5570,2169,4165,6334
2011,08,Tennessee,15987,13979,29966,18327,15555,33882
2011,08,Texas,35002,40599,75601,40428,41034,81462
2011,08,United States,369952,473124,843076,423923,519764,943687
2011,08,Utah,2556,3485,6041,3326,4418,7744
2011,08,Vermont,957,1236,2193,1107,1477,2584
2011,08,Virgin Islands,20,2,22,,,
2011,08,Virginia,13879,12103,25982,16120,14182,30302
2011,08,Washington,11746,9911,21657,13566,11513,25078
2011,08,West Virginia,5075,6422,11497,5980,7966,13946
2011,08,Wisconsin,9095,11231,20326,10493,12132,22625
2011,08,Wyoming,1591,2118,3708,1799,2301,4100
2011,09,Alabama,11075,12372,23446,13521,13893,27414
2011,09,Alaska,2300,3454,5754,2856,3470,6326
2011,09,Arizona,9162,7708,16870,10752,8151,18903
2011,09,Arkansas,4970,7919,12889,6239,8045,14284
2011,09,California,24417,26023,50439,29289,30598,59887
2011,09,Colorado,16821,17491,34312,19607,18475,38082
2011,09,Connecticut,4028,3542,7570,4669,3737,8406
2011,09,Delaware,960,977,1937,1152,1048,2200
2011,09,District of Columbia,42,1,43,47,2,49
2011,09,Florida,34109,19727,53836,39375,22547,61922
2011,09,Georgia,9586,10274,19860,12140,11422,23563
2011,09,Guam,18,21,38,19,23,42
2011,09,Hawaii,0,0,0,,,
2011,09,Idaho,2586,4732,7318,2974,4461,7435
2011,09,Illinois,11573,12463,24036,13870,13334,27204
2011,09,Indiana,10733,12070,22803,13577,13133,26710
2011,09,Iowa,101,3733,3835,136,3838,3973
2011,09,Kansas,4314,6379,10693,5688,7087,12775
2011,09,Kentucky,7563,10393,17955,9472,11615,21086
2011,09,Louisiana,10255,17217,27472,10153,13045,23199
2011,09,Maine,2570,4830,7400,2697,3832,6529
2011,09,Mariana Islands,0,0,0,,,
2011,09,Maryland,3656,4320,7976,4432,4771,9203
2011,09,Massachusetts,3695,2412,6107,4315,2580,6895
2011,09,Michigan,1065,14322,15387,1294,12491,13784
2011,09,Minnesota,6296,17102,23398,7252,11775,19028
2011,09,Mississippi,4426,8144,12571,5687,8772,14459
2011,09,Missouri,14286,14874,29160,17031,16000,33032
2011,09,Montana,2954,5768,8722,3245,5149,8394
2011,09,Nebraska,90,2558,2648,109,2639,2749
2011,09,Nevada,4758,3677,8435,5738,4197,9935
2011,09,New Hampshire,3226,3059,6285,3625,2887,6512
2011,09,New Jersey,2739,2516,5255,3094,2848,5943
2011,09,New Mexico,3992,4177,8169,4675,4498,9174
2011,09,New York,5474,18135,23608,6254,16004,22259
2011,09,North Carolina,497,12977,13474,607,14511,15118
2011,09,North Dakota,1386,4358,5744,1611,3572,5184
2011,09,Ohio,20554,16755,37309,25304,18822,44126
2011,09,Oklahoma,9184,10596,19780,11771,11897,23669
2011,09,Oregon,8216,10571,18787,9556,10177,19733
2011,09,Pennsylvania,79,64353,64432,113,67836,67949
2011,09,Puerto Rico,971,246,1218,1007,203,1210
2011,09,Rhode Island,831,743,1573,958,790,1748
2011,09,South Carolina,6339,6824,13164,8329,7106,15435
2011,09,South Dakota,1770,4556,6326,2056,3999,6055
2011,09,Tennessee,15201,14133,29334,18389,15690,34079
2011,09,Texas,34319,47296,81614,43091,43254,86345
2011,09,United States,368911,531568,900480,433158,527878,961037
2011,09,Utah,2707,4569,7277,3332,4680,8011
2011,09,Vermont,1064,1620,2684,1152,1391,2543
2011,09,Virgin Islands,26,4,31,,,
2011,09,Virginia,14535,13912,28447,17344,14818,32162
2011,09,Washington,11386,10715,22101,13760,11086,24846
2011,09,West Virginia,5218,8163,13382,6315,8329,14644
2011,09,Wisconsin,9008,14263,23270,10198,12206,22404
2011,09,Wyoming,1781,2523,4304,2043,2342,4385
2011,10,Alabama,10693,14709,25402,12867,14180,27048
2011,10,Alaska,3420,4413,7833,2873,3386,6259
2011,10,Arizona,9123,7511,16634,10537,8091,18628
2011,10,Arkansas,4371,9640,14012,5333,7582,12915
2011,10,California,29362,31074,60436,30269,32561,62830
2011,10,Colorado,15711,18099,33811,17954,17532,35486
2011,10,Connecticut,4007,4015,8022,4560,3501,8061
2011,10,Delaware,1085,1297,2382,1172,1109,2280
2011,10,District of Columbia,38,0,38,33,1,34
2011,10,Florida,34302,22079,56382,36798,22106,58904
2011,10,Georgia,9006,12601,21606,10367,10709,21076
2011,10,Guam,30,28,57,30,23,53
2011,10,Hawaii,0,0,0,,,
2011,10,Idaho,2417,5152,7569,2789,4482,7270
2011,10,Illinois,12032,13866,25897,13255,13115,26369
2011,10,Indiana,11923,13802,25725,13148,12499,25647
2011,10,Iowa,112,4614,4727,121,3752,3874
2011,10,Kansas,5427,7990,13418,5796,7117,12913
2011,10,Kentucky,7591,12374,19965,8780,10872,19651
2011,10,Louisiana,8594,15631,24225,9816,12183,21999
2011,10,Maine,2618,6687,9305,2556,3792,6348
2011,10,Mariana Islands,0,0,0,,,
2011,10,Maryland,3929,5753,9682,4438,4944,9382
2011,10,Massachusetts,3699,2594,6293,3924,2382,6306
2011,10,Michigan,1158,15085,16244,1272,12202,13474
2011,10,Minnesota,6629,19429,26058,7077,12018,19095
2011,10,Mississippi,4588,9886,14474,5360,8642,14002
2011,10,Missouri,14473,18763,33235,15718,15240,30958
2011,10,Montana,2753,7083,9836,3124,5010,8134
2011,10,Nebraska,85,3656,3741,96,2843,2939
2011,10,Nevada,4630,3830,8460,5060,4075,9135
2011,10,New Hampshire,3102,3683,6785,3125,2854,5979
2011,10,New Jersey,2813,2858,5670,3087,2596,5683
2011,10,New Mexico,4331,4563,8894,4616,4511,9127
2011,10,New York,5713,19625,25339,6200,15198,21398
2011,10,North Carolina,450,15868,16317,465,14525,14990
2011,10,North Dakota,1745,6082,7827,1836,3571,5407
2011,10,Ohio,22012,19463,41476,23578,17981,41559
2011,10,Oklahoma,9016,11245,20261,10714,10743,21456
2011,10,Oregon,8268,10148,18415,9453,10176,19628
2011,10,Pennsylvania,42,69245,69287,55,65814,65869
2011,10,Puerto Rico,1062,208,1269,1020,225,1245
2011,10,Rhode Island,829,881,1710,883,805,1688
2011,10,South Carolina,6224,7335,13559,7944,7054,14998
2011,10,South Dakota,1817,7105,8922,2051,4267,6317
2011,10,Tennessee,16019,16507,32526,18024,15397,33421
2011,10,Texas,35082,44144,79226,40489,42020,82509
2011,10,United States,381086,594166,975252,424749,524433,949181
2011,10,Utah,2470,4592,7062,3109,4487,7596
2011,10,Vermont,957,1987,2944,1049,1434,2483
2011,10,Virgin Islands,34,3,37,,,
2011,10,Virginia,16038,16765,32803,17228,15018,32246
2011,10,Washington,12151,11789,23939,13170,11074,24245
2011,10,West Virginia,5511,9858,15369,6085,7768,13853
2011,10,Wisconsin,10042,16278,26320,9869,11705,21574
2011,10,Wyoming,1552,2274,3826,1956,2302,4259
2011,11,Alabama,13346,22894,36241,13452,14972,28424
2011,11,Alaska,2358,3199,5557,2639,3097,5736
2011,11,Arizona,9600,9426,19026,10495,8179,18674
2011,11,Arkansas,4763,13577,18340,5176,7805,12981
2011,11,California,26274,33100,59374,28545,30280,58824
2011,11,Colorado,18078,20723,38801,17909,17088,34997
2011,11,Connecticut,4240,4492,8733,4418,3658,8076
2011,11,Delaware,1102,1576,2678,1148,1079,2227
2011,11,District of Columbia,36,0,36,36,0,37
2011,11,Florida,35780,27698,63478,36871,22203,59075
2011,11,Georgia,10043,16349,26392,10872,11244,22116
2011,11,Guam,26,14,41,28,15,43
2011,11,Hawaii,0,0,0,,,
2011,11,Idaho,2642,5137,7779,2842,4491,7333
2011,11,Illinois,13972,18766,32738,13981,13572,27554
2011,11,Indiana,12979,19275,32254,13885,12806,26691
2011,11,Iowa,154,6710,6864,141,3742,3884
2011,11,Kansas,6172,11420,17592,6085,7527,13613
2011,11,Kentucky,8765,17207,25972,9301,11272,20573
2011,11,Louisiana,9370,19576,28945,9917,12685,22601
2011,11,Maine,2436,4838,7274,2780,4029,6809
2011,11,Mariana Islands,0,0,0,,,
2011,11,Maryland,4154,8312,12465,4325,5160,9485
2011,11,Massachusetts,3957,3000,6956,4136,2377,6513
2011,11,Michigan,1130,20200,21330,1159,12468,13627
2011,11,Minnesota,6578,14387,20965,7703,12562,20265
2011,11,Mississippi,5623,16723,22347,5914,8592,14506
2011,11,Missouri,14660,23295,37954,15845,15900,31744
2011,11,Montana,2597,5009,7607,2987,4876,7863
2011,11,Nebraska,94,4947,5040,89,2993,3082
2011,11,Nevada,4896,4804,9700,5084,4188,9272
2011,11,New Hampshire,3066,3564,6630,3149,3028,6177
2011,11,New Jersey,2754,3620,6374,3204,2702,5906
2011,11,New Mexico,4315,5064,9380,4738,4500,9238
2011,11,New York,5618,22192,27810,6384,15065,21449
2011,11,North Carolina,503,22123,22626,509,14751,15260
2011,11,North Dakota,1544,4385,5929,1643,3658,5301
2011,11,Ohio,24522,28128,52650,24524,18106,42629
2011,11,Oklahoma,11539,16765,28304,11142,11719,22861
2011,11,Oregon,9070,11417,20486,9408,10096,19503
2011,11,Pennsylvania,26,80810,80837,22,61766,61788
2011,11,Puerto Rico,1043,187,1230,1076,212,1288
2011,11,Rhode Island,882,881,1763,887,777,1663
2011,11,South Carolina,8833,10539,19372,8637,6858,15495
2011,11,South Dakota,1838,5668,7506,2025,4190,6215
2011,11,Tennessee,18833,23969,42802,18834,15823,34657
2011,11,Texas,41841,56498,98339,41014,43509,84523
2011,11,United States,417273,728716,1145989,437660,536171,973831
2011,11,Utah,3638,5947,9584,3348,4534,7881
2011,11,Vermont,985,1914,2899,1266,1454,2720
2011,11,Virgin Islands,16,3,20,,,
2011,11,Virginia,16956,21677,38633,17037,14934,31972
2011,11,Washington,12936,12609,25545,13749,11328,25076
2011,11,West Virginia,5415,13949,19364,6002,8394,14396
2011,11,Wisconsin,13516,17588,31104,13644,12000,25643
2011,11,Wyoming,1758,2562,4320,1886,2289,4175
2011,12,Alabama,20208,32212,52420,14119,15066,29185
2011,12,Alaska,3292,4243,7535,2673,3153,5825
2011,12,Arizona,13801,13439,27239,10789,8368,19157
2011,12,Arkansas,7949,15480,23429,5724,7712,13436
2011,12,California,32397,40068,72465,28653,27350,56002
2011,12,Colorado,22009,24797,46806,17960,16549,34509
2011,12,Connecticut,5731,5921,11652,5309,4638,9947
2011,12,Delaware,1623,1986,3608,1275,1132,2407
2011,12,District of Columbia,21,2,23,21,2,23
2011,12,Florida,46857,37318,84174,38714,22328,61043
2011,12,Georgia,18087,25814,43901,12464,11315,23778
2011,12,Guam,44,44,88,36,36,72
2011,12,Hawaii,0,0,0,,,
2011,12,Idaho,4120,7753,11872,2877,4650,7527
2011,12,Illinois,18470,21385,39855,15395,14421,29816
2011,12,Indiana,18880,22429,41309,15073,13589,28661
2011,12,Iowa,165,7343,7508,122,3930,4051
2011,12,Kansas,8374,13483,21857,6309,7438,13747
2011,12,Kentucky,14397,22167,36564,9891,11251,21142
2011,12,Louisiana,14397,27996,42393,10329,12898,23227
2011,12,Maine,3538,5806,9343,3125,4333,7458
2011,12,Mariana Islands,0,0,0,,,
2011,12,Maryland,4984,8595,13580,4612,5463,10075
2011,12,Massachusetts,5003,3407,8410,4665,2769,7434
2011,12,Michigan,1571,19110,20681,1335,13032,14368
2011,12,Minnesota,9406,15253,24659,8222,13107,21329
2011,12,Mississippi,9083,21329,30412,6292,8630,14922
2011,12,Missouri,22007,27157,49163,17252,16598,33851
2011,12,Montana,4067,7010,11077,3276,5082,8358
2011,12,Nebraska,155,5981,6136,108,3008,3116
2011,12,Nevada,6643,6612,13255,5166,4289,9455
2011,12,New Hampshire,4158,4316,8474,3541,3472,7013
2011,12,New Jersey,3221,4271,7492,3582,3037,6619
2011,12,New Mexico,5866,7184,13050,4832,4534,9366
2011,12,New York,7248,23499,30747,6827,16750,23577
2011,12,North Carolina,939,30855,31794,719,15052,15771
2011,12,North Dakota,2077,4766,6843,1851,3825,5676
2011,12,Ohio,33967,33053,67020,26051,20214,46265
2011,12,Oklahoma,16177,21799,37975,11984,12005,23989
2011,12,Oregon,12183,15817,27999,10218,10688,20906
2011,12,Pennsylvania,35,92028,92063,31,72820,72851
2011,12,Puerto Rico,1144,219,1363,1060,210,1269
2011,12,Rhode Island,1148,1121,2269,1043,911,1954
2011,12,South Carolina,12726,15257,27983,9176,7098,16274
2011,12,South Dakota,2740,6467,9207,2214,4482,6696
2011,12,Tennessee,28002,31820,59821,20193,16633,36826
2011,12,Texas,63539,83356,146895,44674,43912,88585
2011,12,United States,588083,909097,1497180,452451,557026,1009477
2011,12,Utah,5243,9208,14451,3224,4494,7718
2011,12,Vermont,1362,2045,3407,1255,1699,2954
2011,12,Virgin Islands,33,9,42,,,
2011,12,Virginia,22076,26010,48085,17701,15316,33017
2011,12,Washington,18124,18053,36177,14423,12015,26438
2011,12,West Virginia,9412,15187,24598,6708,8822,15530
2011,12,Wisconsin,16694,14960,31654,14518,13145,27663
2011,12,Wyoming,2695,3660,6355,1898,2359,4257
2012,01,Alabama,13749,12845,26594,14048,14801,28849
2012,01,Alaska,1922,1997,3918,2330,2869,5198
2012,01,Arizona,10990,8129,19119,10510,8324,18834
2012,01,Arkansas,5724,6459,12184,5555,7603,13158
2012,01,California,28393,28333,56726,28174,30016,58189
2012,01,Colorado,17205,15104,32309,16345,15682,32026
2012,01,Connecticut,5383,4294,9678,4987,4143,9130
2012,01,Delaware,1329,946,2275,1225,1100,2325
2012,01,District of Columbia,47,2,50,42,1,43
2012,01,Florida,39988,22179,62168,37749,21588,59338
